userId,role,storeId,scenarioType,arrivalDelayMs,peopleCount,requestMessage,pollCount,pollIntervalMs
ad011ecc-9bc0-476b-80d5-808dd7cf5671,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,311,4,창가 자리 가능하면 부탁드립니다,2,3000
23c5846d-426a-42ca-b43c-991eb4e512c4,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,334,6,,4,5000
d20921b2-cf7a-4d1a-8c0e-d2f81c6517a5,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,352,4,조용한 자리 부탁드립니다,5,4000
74809d97-7abc-4af8-943d-4d9708f71b10,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,352,4,창가 자리 가능하면 부탁드립니다,3,4000
606e5fc1-c934-46e1-8f6d-e905859d3eff,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,353,3,창가 자리 가능하면 부탁드립니다,4,4000
c14160d4-159c-4edb-825b-c6149689ef4a,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,399,3,아이 의자 필요합니다,2,4000
809fd2b7-a43a-4ba6-b594-6030f17dde3f,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,412,4,아이 의자 필요합니다,4,4000
c207b8f3-917b-452a-8515-24e404f6dc93,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,428,4,알레르기 안내 필요합니다,2,3000
2175ab54-ac26-42b6-9578-8e9ca24f51a5,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,450,5,창가 자리 가능하면 부탁드립니다,5,4000
44ffe8b7-6ade-4090-962b-2b1492a57cd3,USER,cc000009-0000-0000-0000-000000000009,NORMAL_REGISTER,457,1,알레르기 안내 필요합니다,2,5000
7454d58d-7d45-4b6d-af05-47f3bb8257fd,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,473,5,입구와 먼 자리 선호합니다,5,3000
8fd40859-fdec-4dbc-8292-b137f3637790,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,490,4,입구와 먼 자리 선호합니다,5,5000
b534b86c-9f30-4ce7-b903-dcc831695239,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,495,3,조용한 자리 부탁드립니다,4,5000
fb147d94-a04a-43ed-bacc-982decd1e30b,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,509,2,창가 자리 가능하면 부탁드립니다,3,3000
fb9fa6cc-090a-4295-9052-e0e64dd32525,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,510,5,알레르기 안내 필요합니다,4,4000
5684d149-ee79-49d4-a4e8-dafd1d2e76f2,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,511,2,,5,5000
553a1863-9009-4ebb-824b-5b22e5e42095,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,511,3,아이 의자 필요합니다,3,4000
a0f038ba-c8fb-4ece-bcf8-f64fd81c07d1,USER,cc000009-0000-0000-0000-000000000009,NORMAL_REGISTER,565,4,조용한 자리 부탁드립니다,1,5000
5f136beb-4053-4ebe-a950-28ccf6bbf41b,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,576,6,창가 자리 가능하면 부탁드립니다,4,4000
1c01ddd0-3862-4f4d-91c4-bfac436ff96f,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,586,6,아이 의자 필요합니다,4,4000
155173e0-8b54-45d2-a302-df67722fa6f5,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,601,1,창가 자리 가능하면 부탁드립니다,5,4000
3a848ebf-a376-45c7-810b-a71db99be354,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,625,6,아이 의자 필요합니다,3,5000
5c35dea6-300d-48c9-b8d0-5dee13a567f2,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,641,4,아이 의자 필요합니다,2,4000
9987c07a-6249-4ec5-8d60-5da19b787488,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,642,2,창가 자리 가능하면 부탁드립니다,5,3000
977eebdf-f3ac-4df0-9149-43987ec35dc3,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,670,2,아이 의자 필요합니다,2,4000
cc7cfe1f-3735-4ef9-8ab0-11e19c7ee9c2,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,688,5,조용한 자리 부탁드립니다,2,3000
140b6014-83d8-4fd9-a88a-242432861895,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,696,4,아이 의자 필요합니다,2,4000
9f294b7a-56e8-46a9-ae48-3ffd3db9af4b,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,711,3,조용한 자리 부탁드립니다,4,4000
2817a5d8-b335-480f-83a0-9d6f554ad806,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,731,3,입구와 먼 자리 선호합니다,4,3000
d0fecdd0-c345-4be9-baa1-95ff5d5b8b1a,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,756,6,알레르기 안내 필요합니다,5,3000
8220d725-8d97-45ac-bcfa-6ce52d04400d,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,773,5,창가 자리 가능하면 부탁드립니다,4,3000
ac1df667-66d2-4ef9-b01a-6dce92672dc3,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,778,1,조용한 자리 부탁드립니다,3,3000
d40c0073-1d32-415a-adde-5ed446d8c709,USER,cc000002-0000-0000-0000-000000000002,NORMAL_REGISTER,799,1,,1,5000
c994c833-36d0-4a52-b0cf-ea17d507f6fe,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,803,4,,4,4000
8ac72895-6463-4920-8949-835e72485cda,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,804,3,,4,5000
3158292c-333c-4786-a2d5-b9c7d96a6067,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,820,6,조용한 자리 부탁드립니다,4,5000
cc05506f-9239-4198-977e-919da866ad31,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,829,1,입구와 먼 자리 선호합니다,5,5000
dfcc91a3-152e-41c4-a917-14b6c4759414,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,831,6,,5,4000
b11c81b5-639a-4e19-90c0-7330df0f5394,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,838,6,아이 의자 필요합니다,5,5000
38a8e2d7-0e65-4770-bf9d-cb72b9dcb852,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,842,1,,2,3000
1a8f7d89-2b47-4593-bb94-c1c702fe8af4,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,843,5,창가 자리 가능하면 부탁드립니다,2,5000
4f77e924-5b64-474f-a5b8-46ddaf8b9bcc,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,852,2,창가 자리 가능하면 부탁드립니다,5,5000
306e00cf-14ac-4f1d-9f81-1ede73840178,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,860,1,알레르기 안내 필요합니다,2,5000
dad85378-10fb-4262-ad10-c5d7414f2ea3,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,881,4,조용한 자리 부탁드립니다,3,5000
f6679088-826b-4bd2-8786-adb3c50a91be,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,887,3,아이 의자 필요합니다,4,5000
d8534d6c-e5b4-4d7a-b570-246e486ea3c6,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,898,5,,3,3000
7746d6fe-faf1-4fa3-b7d5-5a1c5b889a97,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,904,3,알레르기 안내 필요합니다,3,5000
351c6123-2276-450f-8cec-0c8ecbf1f885,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,912,5,조용한 자리 부탁드립니다,2,5000
cd23cee3-6360-4fb1-b14f-0f4860b83949,USER,cc000002-0000-0000-0000-000000000002,VIEW_ONLY,928,2,,6,7000
385b9c45-2e9f-41d6-bbff-b713d81e1378,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,939,3,입구와 먼 자리 선호합니다,3,4000
163e8554-36ba-4805-b3a9-8538de23ef38,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,952,1,입구와 먼 자리 선호합니다,3,5000
4c39d13b-ced7-4c95-ba88-1292fbdb9ff6,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,969,5,입구와 먼 자리 선호합니다,5,3000
df548adf-746c-4da4-8b04-ca37f4f23978,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,978,6,조용한 자리 부탁드립니다,3,4000
efd891e1-49a1-4ea2-8e71-f07147c7a61f,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,979,6,,4,5000
895bec02-fde9-4d7b-8e97-888631e078ff,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1008,4,,4,5000
3afa914c-0941-4db6-8ba6-307698c50b65,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1010,3,,3,4000
8ffb2739-8c4f-4755-b64e-f4781def0ed2,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1020,3,아이 의자 필요합니다,3,4000
7a4fa173-3b4d-4931-8052-3e59102a7218,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1037,1,알레르기 안내 필요합니다,2,5000
6faa0db6-3009-45b6-9a96-b5df4ef94f5a,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1074,5,아이 의자 필요합니다,5,3000
f9ca3e68-8495-4081-a10a-69be93660537,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1078,1,아이 의자 필요합니다,2,5000
a07ce31d-fcfa-445d-ad68-f3c5701d5533,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1081,6,,5,3000
9c589bdd-f5a4-4485-83b0-7891b8fefcbc,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1095,5,조용한 자리 부탁드립니다,5,3000
ceb8bc56-a8cc-43ae-bdc5-27e31b38b577,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1102,3,아이 의자 필요합니다,3,3000
74c99142-7115-4af6-9ccc-8f3ff374bea4,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1112,1,조용한 자리 부탁드립니다,3,3000
e0fe1de8-a4b7-4433-b906-ee1477a34d48,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1115,5,아이 의자 필요합니다,4,4000
07edc0cf-0a62-488a-967e-ae824d60e803,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1122,6,조용한 자리 부탁드립니다,5,3000
fa88069f-f363-4aac-96b9-c195180daeab,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1135,2,조용한 자리 부탁드립니다,5,4000
3982c223-86d3-401a-9b7a-22047c415ac9,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1138,4,아이 의자 필요합니다,5,4000
13f50766-ec36-4532-8666-f486ca278929,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1140,2,,4,4000
bbab7179-9d31-4105-81d2-ad407b8e8e48,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1145,2,아이 의자 필요합니다,3,5000
8146c6ed-79a5-4004-a7a8-a69d3d21298b,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1149,2,조용한 자리 부탁드립니다,4,4000
2c684675-5abb-4633-a284-e7a5440c7c1b,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1151,1,조용한 자리 부탁드립니다,4,4000
4265222e-87ef-4318-b971-ba5dc23102b9,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1162,3,조용한 자리 부탁드립니다,3,5000
5a4cb76d-2af9-450e-8ef5-c363c45c0495,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1186,4,,5,3000
d0b0db4e-46ab-49a0-81e1-b9f468538371,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1189,3,아이 의자 필요합니다,3,3000
f7b0a1f2-34eb-4957-a10b-6cbdd9c14185,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1212,1,알레르기 안내 필요합니다,2,5000
6e32f57b-d0f2-4e1b-8a7d-14605d783de3,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1218,2,아이 의자 필요합니다,3,4000
24fc659f-b414-4dcf-bf26-9dd853d923e6,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1283,2,창가 자리 가능하면 부탁드립니다,5,3000
3eb21a78-9c67-49b3-b55f-152263b603ea,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1284,3,알레르기 안내 필요합니다,3,4000
427ac5f7-ef87-4337-ba55-c7fc06bad490,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1299,4,알레르기 안내 필요합니다,4,3000
74d10604-21cf-42f6-b02d-82fe069f8284,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1325,4,조용한 자리 부탁드립니다,2,4000
c74c4ecd-7969-4451-b5d4-f51d64045607,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1352,5,조용한 자리 부탁드립니다,2,4000
2ac36a24-04b5-48de-9d09-1fb9e56b443f,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1363,2,아이 의자 필요합니다,2,5000
55d71371-2e3d-4065-a06a-ffe5608e6783,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1373,3,조용한 자리 부탁드립니다,4,4000
2b43362a-f59e-4e17-9d3e-98674078e40c,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1384,5,,5,3000
5ac85e3c-75fa-416d-95bf-ef32a5707b8c,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1406,3,아이 의자 필요합니다,5,4000
0de0fd62-1d54-45e2-8ff8-1519e3185aec,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1416,5,아이 의자 필요합니다,5,3000
9294e6a2-1e2d-4385-9f23-c7c2cb5a123c,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1446,3,입구와 먼 자리 선호합니다,3,5000
d07031d1-a728-45ff-b7df-f4e0c5356b94,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1474,5,,5,4000
0a4a89b3-7377-4dd2-9733-39c4be3ccce8,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1480,2,아이 의자 필요합니다,3,4000
4391a383-f11e-4e45-929b-d20b3b99692c,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1487,3,조용한 자리 부탁드립니다,5,5000
a92a45da-edb2-4a52-a100-ee5e368b5988,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1488,5,,3,3000
5c216c5f-4b7e-4d36-b501-66b404b81756,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1489,2,입구와 먼 자리 선호합니다,2,4000
54610500-2365-4e59-a103-0a2ceafff5c0,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1489,2,입구와 먼 자리 선호합니다,4,3000
4d6cc367-04d4-46fe-84d4-4241d6d97126,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1495,6,알레르기 안내 필요합니다,5,4000
f1f0bba2-4f7f-4fd4-8e03-37c9f12b1de4,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1502,2,,5,4000
1ac86185-36af-464c-ac56-09983e8ecf16,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1504,4,입구와 먼 자리 선호합니다,5,5000
c1b3d71d-dc3a-4dc7-a085-d108b148c22b,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1516,5,,3,3000
8f7e34be-87e7-49e8-b08c-d74bffc394ae,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1524,6,입구와 먼 자리 선호합니다,2,5000
f19e23e6-facc-4995-b4d9-6f4b886ce417,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1564,6,,4,4000
1c7607c3-08e3-4430-bc46-ce38b57566a9,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1568,1,입구와 먼 자리 선호합니다,4,3000
52f1794b-54b7-4729-a593-07f771e12cc8,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1579,4,조용한 자리 부탁드립니다,5,5000
968ee395-18cc-4d49-b743-f5d9eac47529,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1581,6,,3,3000
992ac7e5-5748-4734-ba68-4f2a93f8e8ff,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1623,3,입구와 먼 자리 선호합니다,4,4000
e628dba9-cf92-41f4-bcee-73185e5f8f53,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1640,5,아이 의자 필요합니다,2,4000
1b73adbe-5b1f-41ac-9179-459024346d54,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1666,4,창가 자리 가능하면 부탁드립니다,2,5000
a5d3301a-7dd1-4ede-a1d7-535a781ff6d7,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1703,2,알레르기 안내 필요합니다,2,3000
b22280f5-b6b2-4461-ad59-3c3b92520bf9,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1743,6,입구와 먼 자리 선호합니다,5,3000
e9f76835-b8c4-4043-ae26-2ed29c4b017d,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1754,1,알레르기 안내 필요합니다,3,3000
3f7ee7b1-611c-4465-b2f5-4a85a187ec99,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1763,2,아이 의자 필요합니다,4,3000
243c1363-67a5-4fc3-827b-f2441e255bc2,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1769,4,알레르기 안내 필요합니다,5,5000
0527cdaa-53b3-4f2a-a827-78d33b3d8298,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1770,1,입구와 먼 자리 선호합니다,4,3000
1a2622e7-3649-4e74-beed-73acaa18e1df,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1782,4,알레르기 안내 필요합니다,4,5000
8bcdb412-8313-4346-b2a6-b0609a5f7ee1,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1792,1,알레르기 안내 필요합니다,4,3000
0ab85bed-9043-4adc-bce6-03b0d6984405,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1823,1,알레르기 안내 필요합니다,5,4000
1357d400-03bb-4602-8efc-82de1aeded24,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1888,5,알레르기 안내 필요합니다,3,3000
c041a76f-d248-45cf-ac57-e0473b01e6cc,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1892,4,조용한 자리 부탁드립니다,3,3000
18c75f3f-f73a-496c-b487-acade4377127,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1892,2,,3,3000
d7fcdec8-8718-4137-ae11-6b9d03499a95,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1894,2,창가 자리 가능하면 부탁드립니다,4,5000
a0f29678-86e9-435d-9b74-2bc3efe92b06,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1903,5,조용한 자리 부탁드립니다,5,3000
d13114ea-f418-43e7-9bdb-5a4a23674335,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1920,6,창가 자리 가능하면 부탁드립니다,4,5000
b215b3cf-137e-47c0-91e1-14ad0fca4a81,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1930,3,창가 자리 가능하면 부탁드립니다,2,5000
380bc447-bcc3-4d6d-bd32-a8adfdefafc3,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1932,3,조용한 자리 부탁드립니다,2,4000
311dae55-a92c-4005-b496-693698b32bd2,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1936,6,아이 의자 필요합니다,4,4000
934e3892-6e88-4c48-8584-aa7a617ccff2,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1965,2,,4,3000
c77ad861-7fff-4653-8aa4-e465ee81d09e,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1965,2,,4,3000
3f8e1d8f-871d-46fd-b73e-7949b3e9d329,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1966,2,,2,5000
87fae111-653a-45ab-be61-65e24dc85459,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1970,2,조용한 자리 부탁드립니다,3,5000
2a99acc0-e183-44a5-a113-202f4df37d51,USER,49e778c5-522c-4cfd-86a9-57f5e9b7fab4,POPULAR_REGISTER,1978,6,조용한 자리 부탁드립니다,2,4000
